,source,target,weight,label
962,216235,216497,3.0,3.0
963,216235,216499,3.0,3.0
964,72877,72901,3.0,3.0
965,72877,72900,3.0,3.0
966,93362,93418,6.0,6.0
967,93362,93419,3.0,3.0
968,89271,89620,10.0,10.0
969,89271,89618,3.0,3.0
970,89271,89619,3.0,3.0
971,203961,204145,35.0,35.0
972,97465,97618,3.0,3.0
973,216253,216498,15.0,15.0
974,216253,216499,6.0,6.0
975,216253,216495,3.0,3.0
976,72891,73347,3.0,3.0
977,72902,72899,6.0,6.0
978,97481,96586,3.0,3.0
979,97481,97616,3.0,3.0
980,89303,89319,3.0,3.0
981,216295,216498,3.0,3.0
982,216295,216497,7.0,7.0
983,93420,93690,3.0,3.0
984,97515,97617,3.0,3.0
985,89329,89682,3.0,3.0
986,89329,89680,3.0,3.0
987,204035,204141,6.0,6.0
988,204035,204145,20.0,20.0
989,204035,204034,6.0,6.0
990,204035,204146,10.0,10.0
991,89346,89680,3.0,3.0
992,89346,89681,3.0,3.0
993,89346,89684,3.0,3.0
994,89346,89682,3.0,3.0
995,72961,72898,3.0,3.0
996,72961,72900,6.0,6.0
997,72961,72901,3.0,3.0
998,97540,97616,3.0,3.0
999,93451,93691,3.0,3.0
1000,81166,80791,3.0,3.0
1001,216335,216366,10.0,10.0
1002,89370,89682,3.0,3.0
1003,89387,89733,3.0,3.0
